"FOLIO","VIV_SEL","HOGAR","N_INF","P3A1_1","P3A1_2","P4_1","P4_2_2","P7_1","ENT","TLOC","EST_DIS","UPM_DIS","FACTOR"
"0001495","03","1","01","2","","","01","2","06","1","085","0001495",123
"0001496","01","1","01","2","","","01","2","06","1","087","0001496",190
"0001496","02","1","01","2","","","01","2","06","1","087","0001496",190
"0001496","03","1","01","2","","","01","2","06","1","087","0001496",190
"0001496","05","1","02","2","","","01","2","06","1","087","0001496",190
"0001497","01","1","01","1","1","","02","2","06","1","087","0001497",159
"0001497","03","1","02","2","","","01","1","06","1","087","0001497",159
"0001497","04","1","01","2","","","01","2","06","1","087","0001497",159
"0001498","01","1","07","2","","","07","2","06","1","086","0001498",68
"0001498","02","1","03","2","","","02","2","06","1","086","0001498",68
"0001498","03","1","01","2","","","01","2","06","1","086","0001498",68
"0001498","04","1","02","2","","","01","2","06","1","086","0001498",68
"0001498","05","1","01","2","","","01","2","06","1","086","0001498",68
"0001499","01","1","02","2","","","02","2","06","1","086","0001499",86
"0001499","02","1","04","2","","","01","2","06","1","086","0001499",86
"0001499","03","1","02","2","","","01","2","06","1","086","0001499",86
"0001499","05","1","01","2","","","01","2","06","1","086","0001499",86
"0001500","01","1","01","2","","","01","2","06","1","085","0001500",161
"0001500","02","1","01","1","1","","01","2","06","1","085","0001500",161
"0001500","03","1","01","2","","","01","2","06","1","085","0001500",161
"0001500","04","1","02","2","","","02","2","06","1","085","0001500",161
"0001500","05","1","01","2","","","01","2","06","1","085","0001500",161
"0001501","01","1","02","2","","","02","2","06","1","085","0001501",150
"0001501","02","1","02","2","","","02","2","06","1","085","0001501",150
"0001501","03","1","01","2","","","01","2","06","1","085","0001501",150
"0001501","04","1","02","2","","","02","2","06","1","085","0001501",150
"0001501","05","1","01","2","","","01","2","06","1","085","0001501",150
"0001502","01","1","01","1","2","","01","2","06","1","085","0001502",75
"0001502","02","1","01","2","","","01","2","06","1","085","0001502",75
"0001502","03","1","01","2","","","01","2","06","1","085","0001502",75
"0001502","04","1","01","1","2","","01","2","06","1","085","0001502",75
"0001502","05","1","01","2","","","01","2","06","1","085","0001502",75
"0001503","01","1","02","1","1","","02","2","06","1","085","0001503",138
"0001503","02","1","01","2","","","01","2","06","1","085","0001503",138
"0001503","03","1","06","2","","","02","2","06","1","085","0001503",138
"0001503","04","1","01","2","","","01","2","06","1","085","0001503",138
"0001503","05","1","01","2","","","01","2","06","1","085","0001503",138
"0001504","01","1","01","2","","","01","2","06","1","085","0001504",133
"0001504","02","1","01","2","","","01","2","06","1","085","0001504",133
"0001504","03","1","01","2","","","01","2","06","1","085","0001504",133
"0001504","04","1","01","1","1","","01","1","06","1","085","0001504",133
"0001505","01","1","01","2","","","01","2","06","1","085","0001505",93
"0001505","02","1","01","2","","","01","2","06","1","085","0001505",93
"0001505","03","1","02","2","","","02","2","06","1","085","0001505",93
"0001505","04","1","04","2","","","01","2","06","1","085","0001505",93
"0001505","05","1","03","2","","","03","2","06","1","085","0001505",93
"0001506","02","1","03","1","1","","03","2","06","1","085","0001506",87
"0001506","03","1","01","9","","","02","1","06","1","085","0001506",87
"0001506","04","1","01","2","","","01","2","06","1","085","0001506",87
"0001507","01","1","01","2","","","01","1","06","1","087","0001507",180
"0001507","02","1","01","2","","","01","2","06","1","087","0001507",180
"0001507","03","1","01","1","1","1","01","2","06","1","087","0001507",180
"0001507","03","2","01","2","","2","","2","06","1","087","0001507",180
"0001507","04","1","01","2","","","01","1","06","1","087","0001507",180
"0001507","05","1","01","2","","","01","2","06","1","087","0001507",180
"0001508","01","1","01","2","","","01","2","06","1","087","0001508",223
"0001508","02","1","01","2","","","01","2","06","1","087","0001508",223
"0001508","03","1","01","2","","","01","2","06","1","087","0001508",223
"0001508","04","1","01","2","","","01","1","06","1","087","0001508",223
"0001508","05","1","03","2","","","03","2","06","1","087","0001508",223
"0001509","01","1","01","2","","","01","2","06","1","085","0001509",123
"0001509","02","1","02","2","","","02","1","06","1","085","0001509",123
"0001509","03","1","01","2","","","01","2","06","1","085","0001509",123
"0001509","04","1","02","2","","","02","1","06","1","085","0001509",123
"0001510","01","1","01","2","","","01","2","06","1","087","0001510",92
"0001510","02","1","01","2","","","01","2","06","1","087","0001510",92
"0001510","03","1","02","2","","","02","1","06","1","087","0001510",92
"0001510","04","1","01","2","","","01","2","06","1","087","0001510",92
"0001510","05","1","01","2","","1","01","2","06","1","087","0001510",92
"0001510","05","2","01","1","2","2","","1","06","1","087","0001510",92
"0001511","01","1","02","2","","1","01","2","06","1","085","0001511",117
"0001511","01","2","01","2","","2","","2","06","1","085","0001511",117
"0001511","02","1","01","2","","","01","2","06","1","085","0001511",117
"0001511","03","1","01","2","","","01","2","06","1","085","0001511",117
"0001511","04","1","02","1","1","","01","2","06","1","085","0001511",117
"0001511","05","1","01","9","","1","01","2","06","1","085","0001511",117
"0001511","05","2","01","2","","2","","2","06","1","085","0001511",117
"0001512","01","1","01","2","","","01","2","06","1","085","0001512",101
"0001512","02","1","03","2","","","01","2","06","1","085","0001512",101
"0001512","04","1","02","1","1","","01","2","06","1","085","0001512",101
"0001512","05","1","01","2","","","01","2","06","1","085","0001512",101
"0001513","01","1","02","2","","","02","2","06","1","087","0001513",205
"0001513","02","1","01","1","1","","01","1","06","1","087","0001513",205
"0001514","01","1","01","2","","","01","2","06","1","085","0001514",110
"0001514","02","1","01","2","","","01","2","06","1","085","0001514",110
"0001514","03","1","02","2","","","02","2","06","1","085","0001514",110
"0001514","04","1","03","2","","","03","2","06","1","085","0001514",110
"0001514","05","1","02","2","","","02","2","06","1","085","0001514",110
"0001515","01","1","02","2","","","02","2","06","1","085","0001515",94
"0001515","05","1","02","2","","","02","2","06","1","085","0001515",94
"0001516","01","1","01","2","","","01","2","06","1","085","0001516",141
"0001516","03","1","03","2","","","01","2","06","1","085","0001516",141
"0001516","05","1","02","2","","","02","2","06","1","085","0001516",141
"0001517","01","1","02","2","","","02","2","06","1","087","0001517",103
"0001517","02","1","01","2","","","01","2","06","1","087","0001517",103
"0001517","04","1","02","2","","","01","2","06","1","087","0001517",103
"0001517","05","1","02","1","2","","02","2","06","1","087","0001517",103
"0001518","01","1","01","2","","","01","2","06","1","085","0001518",201
"0001518","03","1","01","2","","","01","2","06","1","085","0001518",201
"0001518","04","1","02","2","","","01","2","06","1","085","0001518",201
"0001518","05","1","01","2","","","01","2","06","1","085","0001518",201
"0001519","01","1","01","2","","","01","2","06","1","085","0001519",129
"0001519","02","1","01","2","","","01","1","06","1","085","0001519",129
"0001519","03","1","01","2","","","01","2","06","1","085","0001519",129
"0001519","04","1","01","2","","","01","2","06","1","085","0001519",129
"0001519","05","1","05","2","","","01","2","06","1","085","0001519",129
"0001520","01","1","01","2","","","01","2","06","1","085","0001520",172
"0001520","02","1","02","2","","","01","2","06","1","085","0001520",172
"0001520","03","1","02","2","","","02","2","06","1","085","0001520",172
"0001520","04","1","01","1","1","","01","2","06","1","085","0001520",172
"0001520","05","1","01","2","","","01","2","06","1","085","0001520",172
"0001521","01","1","03","2","","","03","2","06","1","085","0001521",266
"0001521","02","1","01","2","","","01","2","06","1","085","0001521",266
"0001521","03","1","01","2","","","01","2","06","1","085","0001521",266
"0001521","04","1","01","2","","","01","2","06","1","085","0001521",266
"0001521","05","1","01","2","","","01","2","06","1","085","0001521",266
"0001522","01","1","02","2","","","01","2","06","1","087","0001522",93
"0001522","03","1","01","2","","","01","2","06","1","087","0001522",93
"0001522","04","1","02","2","","","01","2","06","1","087","0001522",93
"0001522","05","1","02","2","","","02","2","06","1","087","0001522",93
"0001523","01","1","02","2","","","02","2","06","1","085","0001523",134
"0001523","02","1","01","2","","","01","2","06","1","085","0001523",134
"0001523","03","1","01","2","","","01","1","06","1","085","0001523",134
"0001523","04","1","01","2","","","01","2","06","1","085","0001523",134
"0001523","05","1","01","2","","","01","2","06","1","085","0001523",134
"0001524","02","1","01","2","","1","01","2","06","1","086","0001524",55
"0001524","02","2","01","2","","2","","2","06","1","086","0001524",55
"0001524","03","1","01","2","","","01","2","06","1","086","0001524",55
"0001524","04","1","01","2","","","01","2","06","1","086","0001524",55
"0001524","05","1","02","2","","","02","2","06","1","086","0001524",55
"0001525","01","1","02","2","","","01","2","06","1","087","0001525",149
"0001525","02","1","03","2","","","01","2","06","1","087","0001525",149
"0001525","03","1","01","2","","","01","2","06","1","087","0001525",149
"0001525","04","1","01","2","","","01","1","06","1","087","0001525",149
"0001525","05","1","02","2","","","01","2","06","1","087","0001525",149
"0001526","02","1","01","1","1","","01","2","06","1","089","0001526",118
"0001526","05","1","01","2","","","01","2","06","1","089","0001526",118
"0001527","01","1","02","2","","","01","2","06","1","089","0001527",165
"0001527","02","1","02","2","","","01","2","06","1","089","0001527",165
"0001527","03","1","01","1","1","","01","2","06","1","089","0001527",165
"0001527","04","1","01","2","","","01","2","06","1","089","0001527",165
"0001527","05","1","01","1","1","","01","2","06","1","089","0001527",165
"0001528","01","1","01","2","","","01","2","06","1","088","0001528",140
"0001528","02","1","01","2","","","01","2","06","1","088","0001528",140
"0001528","03","1","01","2","","","01","1","06","1","088","0001528",140
"0001528","04","1","01","2","","","01","2","06","1","088","0001528",140
"0001528","05","1","01","1","1","","01","2","06","1","088","0001528",140
"0001529","01","1","05","2","","","01","2","06","1","088","0001529",70
"0001529","02","1","08","1","1","","08","2","06","1","088","0001529",70
"0001529","03","1","01","1","1","","01","1","06","1","088","0001529",70
"0001529","04","1","02","1","1","","02","2","06","1","088","0001529",70
"0001529","05","1","02","1","1","","02","2","06","1","088","0001529",70
"0001530","01","1","01","2","","","01","2","06","1","089","0001530",108
"0001530","02","1","01","2","","","01","1","06","1","089","0001530",108
"0001530","03","1","02","2","","","02","2","06","1","089","0001530",108
"0001530","04","1","02","2","","","02","2","06","1","089","0001530",108
"0001531","01","1","02","1","1","","02","2","06","1","088","0001531",107
"0001531","02","1","02","1","1","","02","2","06","1","088","0001531",107
"0001531","03","1","01","1","1","","01","2","06","1","088","0001531",107
"0001531","04","1","01","2","","","01","2","06","1","088","0001531",107
"0001532","02","1","01","2","","","01","1","06","1","088","0001532",151
"0001532","03","1","01","1","1","","01","2","06","1","088","0001532",151
"0001532","04","1","01","2","","","01","2","06","1","088","0001532",151
"0001532","05","1","02","2","","","02","2","06","1","088","0001532",151
"0001533","01","1","01","2","","","01","2","06","1","088","0001533",160
"0001533","05","1","01","2","","","01","2","06","1","088","0001533",160
"0001534","01","1","01","1","1","","01","2","06","1","088","0001534",25
"0001534","02","1","01","2","","","01","2","06","1","088","0001534",25
"0001534","04","1","01","2","","","01","2","06","1","088","0001534",25
"0001535","01","1","02","1","1","","01","2","06","1","088","0001535",162
"0001535","02","1","01","2","","","01","2","06","1","088","0001535",162
"0001535","03","1","02","2","","","02","2","06","1","088","0001535",162
"0001535","04","1","01","1","1","","01","2","06","1","088","0001535",162
"0001535","05","1","02","2","","","01","2","06","1","088","0001535",162
"0001536","03","1","01","2","","","01","2","06","1","088","0001536",228
"0001536","04","1","01","2","","","01","2","06","1","088","0001536",228
"0001536","05","1","02","2","","","02","2","06","1","088","0001536",228
"0001537","02","1","01","2","","","01","2","06","1","088","0001537",39
"0001537","03","1","01","2","","","01","2","06","1","088","0001537",39
"0001537","04","1","01","2","","","01","2","06","1","088","0001537",39
"0001537","05","1","01","2","","","01","1","06","1","088","0001537",39
"0001538","01","1","01","2","","","01","1","06","1","088","0001538",149
"0001538","02","1","02","1","1","","02","2","06","1","088","0001538",149
"0001538","03","1","02","1","1","","02","2","06","1","088","0001538",149
"0001538","04","1","01","1","1","","01","2","06","1","088","0001538",149
"0001539","01","1","02","2","","","02","2","06","1","088","0001539",81
"0001539","02","1","01","2","","","01","2","06","1","088","0001539",81
"0001539","03","1","02","2","","","02","2","06","1","088","0001539",81
"0001539","04","1","02","2","","","01","1","06","1","088","0001539",81
"0001540","01","1","01","2","","","01","2","06","1","088","0001540",61
"0001540","02","1","02","2","","","02","1","06","1","088","0001540",61
"0001540","03","1","01","2","","","01","2","06","1","088","0001540",61
"0001540","05","1","01","2","","","01","2","06","1","088","0001540",61
"0001541","01","1","01","2","","","01","2","06","1","089","0001541",94
"0001541","03","1","01","2","","","01","2","06","1","089","0001541",94
"0001541","04","1","02","1","1","","01","2","06","1","089","0001541",94
"0001542","01","1","02","2","","","01","2","06","1","089","0001542",97
"0001542","02","1","01","2","","","01","2","06","1","089","0001542",97
"0001542","03","1","01","2","","","01","2","06","1","089","0001542",97
"0001542","04","1","02","2","","","02","2","06","1","089","0001542",97
"0001542","05","1","02","2","","","02","2","06","1","089","0001542",97
"0001543","01","1","01","2","","","01","2","06","1","088","0001543",114
"0001543","03","1","01","2","","","01","2","06","1","088","0001543",114
"0001543","05","1","01","2","","","01","2","06","1","088","0001543",114
"0001544","01","1","04","2","","","04","1","06","1","088","0001544",107
"0001544","03","1","01","2","","","01","2","06","1","088","0001544",107
"0001544","04","1","03","2","","","03","2","06","1","088","0001544",107
"0001544","05","1","01","2","","","02","2","06","1","088","0001544",107
"0001545","02","1","01","2","","","01","2","06","1","088","0001545",225
"0001545","03","1","01","1","1","","01","2","06","1","088","0001545",225
"0001545","04","1","01","1","1","","01","2","06","1","088","0001545",225
"0001545","05","1","02","2","","","02","2","06","1","088","0001545",225
"0001546","01","1","02","2","","","02","2","06","1","088","0001546",141
"0001546","04","1","02","2","","","02","2","06","1","088","0001546",141
"0001546","05","1","03","2","","","03","1","06","1","088","0001546",141
"0001547","01","1","01","2","","","01","2","06","1","089","0001547",66
"0001547","03","1","01","1","2","","01","2","06","1","089","0001547",66
"0001547","04","1","04","1","1","","04","2","06","1","089","0001547",66
"0001547","05","1","02","2","","","02","2","06","1","089","0001547",66
"0001548","01","1","01","2","","","01","2","06","1","088","0001548",108
"0001548","03","1","02","2","","","02","2","06","1","088","0001548",108
"0001548","04","1","01","2","","1","01","2","06","1","088","0001548",108
"0001548","04","2","02","1","1","2","","2","06","1","088","0001548",108
"0001549","01","1","01","2","","1","01","2","06","1","088","0001549",144
"0001549","01","2","01","2","","2","","2","06","1","088","0001549",144
"0001549","02","1","01","2","","","01","2","06","1","088","0001549",144
"0001549","04","1","02","2","","","02","2","06","1","088","0001549",144
"0001549","05","1","01","2","","","01","2","06","1","088","0001549",144
"0001550","01","1","02","2","","","02","2","06","1","088","0001550",148
"0001550","02","1","01","2","","","01","2","06","1","088","0001550",148
"0001550","03","1","02","2","","","02","2","06","1","088","0001550",148
"0001550","04","1","01","2","","","01","2","06","1","088","0001550",148
"0001551","01","1","01","2","","","01","2","06","1","089","0001551",114
"0001551","02","1","02","1","1","","02","2","06","1","089","0001551",114
"0001551","03","1","01","2","","2","","2","06","1","089","0001551",114
"0001551","03","2","01","2","","1","01","2","06","1","089","0001551",114
"0001551","03","3","01","2","","2","","2","06","1","089","0001551",114
"0001551","03","4","01","2","","2","","2","06","1","089","0001551",114
"0001551","04","1","02","1","1","","02","2","06","1","089","0001551",114
"0001551","05","1","01","2","","","01","2","06","1","089","0001551",114
"0001552","01","1","01","2","","","01","2","06","1","090","0001552",210
"0001552","03","1","03","2","","","01","2","06","1","090","0001552",210
"0001552","04","1","02","2","","","02","1","06","1","090","0001552",210
"0001553","01","1","02","2","","","02","1","06","1","088","0001553",132
"0001553","02","1","02","2","","","02","1","06","1","088","0001553",132
"0001553","04","1","02","1","1","","02","1","06","1","088","0001553",132
"0001554","01","1","02","2","","","02","2","06","1","089","0001554",100
"0001554","02","1","01","2","","","01","2","06","1","089","0001554",100
"0001554","03","1","02","1","1","","02","2","06","1","089","0001554",100
"0001554","04","1","02","2","","","02","2","06","1","089","0001554",100
"0001555","01","1","01","2","","","01","2","06","1","089","0001555",143
"0001555","02","1","01","2","","","01","2","06","1","089","0001555",143
"0001555","03","1","01","2","","","01","2","06","1","089","0001555",143
"0001555","04","1","01","2","","","01","2","06","1","089","0001555",143
"0001555","05","1","01","2","","","02","2","06","1","089","0001555",143
"0001556","01","1","01","1","1","","01","2","06","1","089","0001556",129
"0001556","03","1","01","2","","","01","2","06","1","089","0001556",129
"0001556","04","1","02","2","","","01","2","06","1","089","0001556",129
"0001556","05","1","01","2","","","01","2","06","1","089","0001556",129
"0001557","01","1","01","2","","","01","2","06","1","088","0001557",102
"0001557","03","1","02","2","","","01","1","06","1","088","0001557",102
"0001557","04","1","01","1","1","","01","2","06","1","088","0001557",102
"0001557","05","1","01","1","1","","02","2","06","1","088","0001557",102
"0001558","01","1","01","2","","","01","2","06","1","088","0001558",131
"0001558","02","1","01","1","1","","01","2","06","1","088","0001558",131
"0001558","03","1","02","2","","","01","2","06","1","088","0001558",131
"0001558","04","1","02","1","1","","01","2","06","1","088","0001558",131
"0001558","05","1","01","1","1","","01","2","06","1","088","0001558",131
"0001559","01","1","01","2","","","02","2","06","1","088","0001559",156
"0001559","02","1","02","2","","","02","2","06","1","088","0001559",156
"0001559","03","1","01","1","1","","01","2","06","1","088","0001559",156
"0001559","04","1","02","2","","","01","2","06","1","088","0001559",156
"0001559","05","1","01","2","","","01","2","06","1","088","0001559",156
"0001560","01","1","01","2","","","01","2","06","1","089","0001560",20
"0001560","02","1","02","2","","","02","1","06","1","089","0001560",20
"0001560","03","1","01","2","","","01","2","06","1","089","0001560",20
"0001560","04","1","02","2","","","02","2","06","1","089","0001560",20
"0001560","05","1","01","2","","","01","2","06","1","089","0001560",20
"0001561","01","1","02","2","","","02","1","06","1","088","0001561",94
"0001561","02","1","01","2","","","01","2","06","1","088","0001561",94
"0001561","03","1","01","2","","","01","2","06","1","088","0001561",94
"0001561","04","1","01","2","","","01","2","06","1","088","0001561",94
"0001561","05","1","02","2","","","02","1","06","1","088","0001561",94
"0001562","01","1","01","2","","","01","2","06","1","089","0001562",109
"0001562","02","1","02","2","","","02","1","06","1","089","0001562",109
"0001562","03","1","03","1","1","","01","2","06","1","089","0001562",109
"0001562","04","1","01","2","","","01","2","06","1","089","0001562",109
"0001562","05","1","02","1","1","","02","2","06","1","089","0001562",109
"0001563","01","1","01","2","","","01","2","06","1","089","0001563",146
"0001563","03","1","01","1","1","","01","1","06","1","089","0001563",146
"0001563","04","1","02","2","","","02","2","06","1","089","0001563",146
"0001563","05","1","03","2","","","01","2","06","1","089","0001563",146
"0001564","01","1","01","2","","","01","2","06","1","089","0001564",124
"0001564","02","1","02","2","","","02","2","06","1","089","0001564",124
"0001564","03","1","01","2","","","01","1","06","1","089","0001564",124
"0001564","04","1","02","2","","","02","2","06","1","089","0001564",124
"0001565","01","1","02","2","","","02","2","06","1","090","0001565",125
"0001565","02","1","01","2","","","02","2","06","1","090","0001565",125
"0001565","03","1","01","2","","","01","1","06","1","090","0001565",125
"0001565","04","1","01","2","","","01","2","06","1","090","0001565",125
"0001565","05","1","02","2","","","02","2","06","1","090","0001565",125
"0001566","02","1","01","2","","","01","2","06","1","088","0001566",128
"0001566","03","1","02","2","","","02","2","06","1","088","0001566",128
"0001566","04","1","01","2","","","01","2","06","1","088","0001566",128
"0001566","05","1","01","2","","","01","2","06","1","088","0001566",128
"0001567","01","1","01","2","","","01","2","06","1","090","0001567",148
"0001567","02","1","01","1","1","","01","2","06","1","090","0001567",148
"0001567","03","1","03","2","","","01","2","06","1","090","0001567",148
"0001567","04","1","01","2","","","01","2","06","1","090","0001567",148
"0001567","05","1","01","2","","","01","2","06","1","090","0001567",148
"0001568","01","1","04","2","","","01","2","06","1","090","0001568",203
"0001568","02","1","02","2","","","02","2","06","1","090","0001568",203
"0001568","03","1","02","1","1","","02","2","06","1","090","0001568",203
"0001568","04","1","03","1","1","","01","1","06","1","090","0001568",203
"0001568","05","1","01","2","","","01","2","06","1","090","0001568",203
"0001569","02","1","01","2","","","01","2","06","1","089","0001569",160
"0001569","03","1","01","2","","","01","2","06","1","089","0001569",160
"0001569","04","1","01","2","","","01","1","06","1","089","0001569",160
"0001569","05","1","02","2","","","02","2","06","1","089","0001569",160
"0001570","01","1","02","1","1","","02","2","06","1","089","0001570",123
"0001570","02","1","01","2","","","01","2","06","1","089","0001570",123
"0001570","03","1","01","2","","","01","2","06","1","089","0001570",123
"0001570","04","1","01","1","1","","01","2","06","1","089","0001570",123
"0001570","05","1","01","2","","","01","2","06","1","089","0001570",123
"0001571","02","1","02","1","1","","02","2","06","1","090","0001571",202
"0001571","03","1","02","2","","","02","2","06","1","090","0001571",202
"0001571","04","1","01","1","1","","01","2","06","1","090","0001571",202
"0001572","01","1","04","1","1","","04","1","06","1","089","0001572",100
"0001572","03","1","01","2","","","01","2","06","1","089","0001572",100
"0001572","04","1","01","2","","","01","2","06","1","089","0001572",100
"0001572","05","1","04","2","","","04","2","06","1","089","0001572",100
"0001573","01","1","01","2","","","01","2","06","1","090","0001573",123
"0001573","02","1","02","2","","","02","2","06","1","090","0001573",123
"0001573","03","1","02","2","","","02","2","06","1","090","0001573",123
"0001573","04","1","01","2","","","01","2","06","1","090","0001573",123
"0001573","05","1","02","2","","","02","2","06","1","090","0001573",123
"0001574","01","1","01","1","1","","01","2","06","1","088","0001574",106
"0001574","03","1","01","2","","","01","2","06","1","088","0001574",106
"0001574","04","1","01","2","","","01","2","06","1","088","0001574",106
"0001574","05","1","01","2","","","01","2","06","1","088","0001574",106
"0001575","01","1","01","2","","","01","2","06","1","088","0001575",176
"0001575","02","1","03","2","","","01","2","06","1","088","0001575",176
"0001575","04","1","01","2","","","01","2","06","1","088","0001575",176
"0001576","03","1","01","2","","","01","2","06","1","088","0001576",162
"0001576","04","1","01","2","","","01","2","06","1","088","0001576",162
"0001577","02","1","02","2","","","01","2","06","1","088","0001577",125
"0001577","03","1","01","2","","","01","2","06","1","088","0001577",125
"0001577","04","1","01","1","2","","01","1","06","1","088","0001577",125
"0001578","01","1","02","2","","","02","2","06","1","088","0001578",60
"0001578","02","1","01","2","","","01","2","06","1","088","0001578",60
"0001578","03","1","01","1","3","","01","2","06","1","088","0001578",60
"0001578","04","1","02","2","","","01","2","06","1","088","0001578",60
"0001579","01","1","01","2","","","01","1","06","1","090","0001579",164
"0001579","02","1","02","2","","","02","2","06","1","090","0001579",164
"0001579","03","1","02","2","","","02","2","06","1","090","0001579",164
"0001579","04","1","01","2","","","01","2","06","1","090","0001579",164
"0001579","05","1","01","2","","","01","2","06","1","090","0001579",164
"0001580","01","1","03","2","","","01","1","06","1","090","0001580",212
"0001580","02","1","01","2","","","01","2","06","1","090","0001580",212
"0001580","03","1","03","2","","","01","2","06","1","090","0001580",212
"0001580","04","1","02","2","","","02","2","06","1","090","0001580",212
"0001580","05","1","01","2","","","01","1","06","1","090","0001580",212
"0001581","01","1","01","2","","","01","2","06","1","088","0001581",125
"0001581","03","1","01","1","1","","01","2","06","1","088","0001581",125
"0001581","04","1","01","2","","","01","2","06","1","088","0001581",125
"0001581","05","1","02","2","","","02","2","06","1","088","0001581",125
"0001582","01","1","01","2","","","01","2","06","1","089","0001582",115
"0001582","02","1","02","2","","","02","1","06","1","089","0001582",115
"0001582","03","1","02","2","","","02","1","06","1","089","0001582",115
"0001582","04","1","01","2","","","01","2","06","1","089","0001582",115
"0001583","01","1","01","2","","","01","2","06","1","090","0001583",277
"0001583","02","1","01","2","","","01","1","06","1","090","0001583",277
"0001583","03","1","02","2","","","02","2","06","1","090","0001583",277
"0001583","04","1","01","2","","","01","2","06","1","090","0001583",277
"0001583","05","1","02","2","","","01","2","06","1","090","0001583",277
"0001584","01","1","02","2","","","02","2","06","1","090","0001584",41
"0001584","02","1","02","2","","","02","2","06","1","090","0001584",41
"0001584","05","1","02","2","","","01","2","06","1","090","0001584",41
"0001585","02","1","02","1","1","","02","2","06","1","090","0001585",253
"0001585","03","1","01","2","","","01","2","06","1","090","0001585",253
"0001586","01","1","02","2","","","02","2","06","1","090","0001586",112
"0001586","02","1","01","2","","","01","2","06","1","090","0001586",112
"0001586","04","1","01","2","","","01","1","06","1","090","0001586",112
"0001586","05","1","02","2","","","02","1","06","1","090","0001586",112
"0001587","01","1","01","1","1","","01","2","06","1","088","0001587",175
"0001587","02","1","02","2","","","02","2","06","1","088","0001587",175
"0001587","03","1","02","2","","","02","2","06","1","088","0001587",175
"0001588","02","1","01","2","","","01","2","06","1","090","0001588",113
"0001588","03","1","01","2","","","01","2","06","1","090","0001588",113
"0001588","04","1","01","2","","","01","2","06","1","090","0001588",113
"0001588","05","1","01","2","","","01","2","06","1","090","0001588",113
"0001589","01","1","02","2","","","01","2","06","1","088","0001589",125
"0001589","02","1","01","2","","","01","2","06","1","088","0001589",125
"0001589","03","1","02","2","","","02","1","06","1","088","0001589",125
"0001589","04","1","02","2","","","02","2","06","1","088","0001589",125
"0001589","05","1","01","2","","1","01","2","06","1","088","0001589",125
"0001589","05","2","01","2","","2","","2","06","1","088","0001589",125
"0001590","01","1","01","2","","","01","2","06","1","088","0001590",116
"0001590","03","1","02","2","","","01","2","06","1","088","0001590",116
"0001590","04","1","02","2","","","02","2","06","1","088","0001590",116
"0001590","05","1","02","2","","","01","2","06","1","088","0001590",116
"0001591","02","1","02","2","","","02","2","06","1","088","0001591",94
"0001591","03","1","01","2","","","01","2","06","1","088","0001591",94
"0001591","04","1","01","2","","","01","2","06","1","088","0001591",94
"0001591","05","1","01","2","","","01","2","06","1","088","0001591",94
"0001592","01","1","01","1","1","","01","2","06","1","088","0001592",70
"0001592","02","1","02","2","","","02","2","06","1","088","0001592",70
"0001592","03","1","01","2","","","01","2","06","1","088","0001592",70
"0001592","04","1","01","2","","","01","2","06","1","088","0001592",70
"0001592","05","1","03","1","1","","02","2","06","1","088","0001592",70
"0001593","01","1","02","2","","","02","2","06","1","088","0001593",143
"0001593","02","1","01","2","","","01","2","06","1","088","0001593",143
"0001593","03","1","02","2","","","02","2","06","1","088","0001593",143
"0001593","04","1","01","2","","","01","2","06","1","088","0001593",143
"0001593","05","1","02","2","","","02","2","06","1","088","0001593",143
"0001594","01","1","02","2","","","02","2","06","1","088","0001594",101
"0001594","02","1","01","2","","","01","2","06","1","088","0001594",101
"0001594","03","1","02","2","","","02","2","06","1","088","0001594",101
"0001594","04","1","01","2","","","01","2","06","1","088","0001594",101
"0001594","05","1","02","2","","","02","2","06","1","088","0001594",101
"0001595","01","1","02","2","","","01","2","06","1","088","0001595",120
"0001595","02","1","03","2","","","03","2","06","1","088","0001595",120
"0001595","03","1","01","2","","","01","2","06","1","088","0001595",120
"0001595","04","1","01","1","1","","01","1","06","1","088","0001595",120
"0001595","05","1","02","2","","","01","2","06","1","088","0001595",120
"0001596","01","1","01","2","","","01","2","06","1","088","0001596",140
"0001596","02","1","01","2","","","01","2","06","1","088","0001596",140
"0001596","03","1","02","2","","","01","2","06","1","088","0001596",140
"0001596","04","1","01","2","","","01","2","06","1","088","0001596",140
"0001596","05","1","01","2","","","01","2","06","1","088","0001596",140
"0001597","01","1","01","1","1","","01","2","06","1","088","0001597",168
"0001597","02","1","01","2","","","01","2","06","1","088","0001597",168
"0001597","03","1","01","2","","","01","2","06","1","088","0001597",168
"0001597","04","1","02","2","","","02","2","06","1","088","0001597",168
"0001597","05","1","02","1","1","","01","2","06","1","088","0001597",168
"0001598","01","1","01","2","","","01","2","06","1","088","0001598",141
"0001598","02","1","02","1","1","","02","2","06","1","088","0001598",141
"0001598","03","1","01","2","","","01","2","06","1","088","0001598",141
"0001598","04","1","01","2","","","01","1","06","1","088","0001598",141
"0001598","05","1","01","2","","","01","2","06","1","088","0001598",141
"0001599","01","1","02","1","1","","02","2","06","1","088","0001599",139
"0001599","02","1","01","2","","","01","2","06","1","088","0001599",139
"0001599","03","1","02","2","","","02","2","06","1","088","0001599",139
"0001599","04","1","01","2","","","01","1","06","1","088","0001599",139
"0001599","05","1","01","2","","","01","2","06","1","088","0001599",139
"0001600","01","1","03","1","1","","03","2","06","1","088","0001600",126
