"FOLIO","VIV_SEL","HOGAR","N_INF","P3A1_1","P3A1_2","P4_1","P4_2_2","P7_1","ENT","TLOC","EST_DIS","UPM_DIS","FACTOR"
"0006282","02","1","01","2","","","01","2","24","4","395","0006282",427
"0006282","03","1","03","2","","","01","2","24","4","395","0006282",427
"0006282","04","1","01","2","","","02","2","24","4","395","0006282",427
"0006282","05","1","01","2","","","01","2","24","4","395","0006282",427
"0006282","06","1","01","2","","","01","2","24","4","395","0006282",427
"0006282","07","1","02","2","","","01","2","24","4","395","0006282",427
"0006282","08","1","01","2","","","01","2","24","4","395","0006282",427
"0006282","09","1","02","2","","","02","2","24","4","395","0006282",427
"0006282","10","1","02","2","","","01","2","24","4","395","0006282",427
"0006282","11","1","01","2","","","01","2","24","4","395","0006282",427
"0006282","12","1","01","2","","","02","2","24","4","395","0006282",427
"0006282","13","1","02","2","","","02","2","24","4","395","0006282",427
"0006282","14","1","01","2","","","02","2","24","4","395","0006282",427
"0006282","15","1","02","2","","","01","2","24","4","395","0006282",427
"0006282","16","1","02","2","","","01","2","24","4","395","0006282",427
"0006282","17","1","01","2","","","01","2","24","4","395","0006282",427
"0006282","18","1","01","2","","","01","2","24","4","395","0006282",427
"0006282","19","1","01","2","","","01","2","24","4","395","0006282",427
"0006283","01","1","01","2","","","01","2","24","4","395","0006283",422
"0006283","02","1","01","2","","","01","2","24","4","395","0006283",422
"0006283","03","1","01","2","","","01","2","24","4","395","0006283",422
"0006283","04","1","02","2","","1","02","2","24","4","395","0006283",422
"0006283","04","2","02","1","1","2","","2","24","4","395","0006283",422
"0006283","05","1","01","1","1","","01","2","24","4","395","0006283",422
"0006283","06","1","01","2","","","02","2","24","4","395","0006283",422
"0006283","07","1","01","2","","","01","1","24","4","395","0006283",422
"0006283","08","1","02","2","","","01","2","24","4","395","0006283",422
"0006283","09","1","01","2","","","01","1","24","4","395","0006283",422
"0006283","10","1","04","2","","","01","2","24","4","395","0006283",422
"0006283","11","1","02","2","","","02","2","24","4","395","0006283",422
"0006283","12","1","01","2","","","01","2","24","4","395","0006283",422
"0006283","14","1","02","1","1","","02","1","24","4","395","0006283",422
"0006283","15","1","03","1","2","","03","1","24","4","395","0006283",422
"0006283","16","1","01","2","","","01","2","24","4","395","0006283",422
"0006283","17","1","01","1","2","","01","2","24","4","395","0006283",422
"0006283","18","1","02","2","","","02","2","24","4","395","0006283",422
"0006283","19","1","01","2","","","01","2","24","4","395","0006283",422
"0006284","01","1","01","2","","","01","1","24","4","395","0006284",389
"0006284","02","1","01","2","","","01","2","24","4","395","0006284",389
"0006284","03","1","01","1","1","","01","2","24","4","395","0006284",389
"0006284","04","1","01","2","","","01","1","24","4","395","0006284",389
"0006284","05","1","02","1","1","","02","2","24","4","395","0006284",389
"0006284","06","1","02","2","","","01","2","24","4","395","0006284",389
"0006284","07","1","01","1","1","","01","2","24","4","395","0006284",389
"0006284","08","1","02","2","","","02","2","24","4","395","0006284",389
"0006284","09","1","02","1","2","","02","2","24","4","395","0006284",389
"0006284","10","1","01","2","","","01","2","24","4","395","0006284",389
"0006284","11","1","01","2","","","01","2","24","4","395","0006284",389
"0006284","12","1","01","1","1","","01","2","24","4","395","0006284",389
"0006284","13","1","01","1","1","","01","2","24","4","395","0006284",389
"0006284","14","1","01","2","","","01","2","24","4","395","0006284",389
"0006284","15","1","02","2","","","02","2","24","4","395","0006284",389
"0006284","16","1","02","2","","","02","2","24","4","395","0006284",389
"0006284","17","1","02","2","","","02","2","24","4","395","0006284",389
"0006284","18","1","01","2","","","01","1","24","4","395","0006284",389
"0006285","02","1","04","2","","","04","2","24","4","395","0006285",422
"0006285","03","1","01","2","","","01","2","24","4","395","0006285",422
"0006285","04","1","04","2","","","04","2","24","4","395","0006285",422
"0006285","05","1","01","2","","","01","2","24","4","395","0006285",422
"0006285","06","1","01","1","1","","01","2","24","4","395","0006285",422
"0006285","07","1","02","2","","","02","2","24","4","395","0006285",422
"0006285","08","1","01","2","","","01","2","24","4","395","0006285",422
"0006285","09","1","01","2","","","01","2","24","4","395","0006285",422
"0006285","11","1","01","1","1","","01","1","24","4","395","0006285",422
"0006285","13","1","01","2","","","01","2","24","4","395","0006285",422
"0006285","14","1","03","2","","","03","2","24","4","395","0006285",422
"0006285","15","1","02","2","","","02","2","24","4","395","0006285",422
"0006285","16","1","01","2","","","01","2","24","4","395","0006285",422
"0006285","17","1","03","1","1","","01","2","24","4","395","0006285",422
"0006285","18","1","04","1","1","","01","2","24","4","395","0006285",422
"0006285","19","1","02","1","1","2","","2","24","4","395","0006285",422
"0006285","19","2","02","2","","1","01","2","24","4","395","0006285",422
"0006286","01","1","01","2","","","01","2","24","4","395","0006286",391
"0006286","02","1","04","2","","","04","2","24","4","395","0006286",391
"0006286","03","1","01","2","","","01","2","24","4","395","0006286",391
"0006286","04","1","01","2","","","01","2","24","4","395","0006286",391
"0006286","05","1","01","2","","","01","2","24","4","395","0006286",391
"0006286","06","1","02","2","","","02","2","24","4","395","0006286",391
"0006286","07","1","01","2","","","01","1","24","4","395","0006286",391
"0006286","08","1","02","1","2","","02","2","24","4","395","0006286",391
"0006286","09","1","01","2","","","01","2","24","4","395","0006286",391
"0006286","10","1","01","2","","","01","2","24","4","395","0006286",391
"0006286","11","1","02","2","","","02","2","24","4","395","0006286",391
"0006286","12","1","01","2","","","01","2","24","4","395","0006286",391
"0006286","13","1","01","2","","","01","2","24","4","395","0006286",391
"0006286","14","1","01","2","","","01","2","24","4","395","0006286",391
"0006286","16","1","01","2","","","01","2","24","4","395","0006286",391
"0006286","17","1","02","2","","","02","2","24","4","395","0006286",391
"0006286","18","1","01","2","","","01","2","24","4","395","0006286",391
"0006286","19","1","01","2","","","01","2","24","4","395","0006286",391
"0006286","20","1","02","2","","","02","2","24","4","395","0006286",391
"0006286","21","1","01","2","","","01","2","24","4","395","0006286",391
"0006287","01","1","02","2","","","02","2","24","4","395","0006287",455
"0006287","02","1","01","1","1","","01","2","24","4","395","0006287",455
"0006287","03","1","01","2","","","01","2","24","4","395","0006287",455
"0006287","04","1","02","2","","","02","2","24","4","395","0006287",455
"0006287","05","1","02","2","","","02","2","24","4","395","0006287",455
"0006287","06","1","02","2","","","02","2","24","4","395","0006287",455
"0006287","07","1","01","1","1","","01","2","24","4","395","0006287",455
"0006287","08","1","02","2","","","02","2","24","4","395","0006287",455
"0006287","09","1","04","1","1","","01","2","24","4","395","0006287",455
"0006287","10","1","02","2","","","02","2","24","4","395","0006287",455
"0006287","11","1","01","2","","","01","2","24","4","395","0006287",455
"0006287","12","1","01","2","","","01","2","24","4","395","0006287",455
"0006287","13","1","01","2","","","01","2","24","4","395","0006287",455
"0006287","14","1","01","2","","","01","2","24","4","395","0006287",455
"0006287","15","1","01","1","1","","01","2","24","4","395","0006287",455
"0006287","16","1","02","2","","","02","2","24","4","395","0006287",455
"0006287","17","1","01","2","","","01","2","24","4","395","0006287",455
"0006287","18","1","02","2","","","02","2","24","4","395","0006287",455
"0006287","19","1","02","2","","","01","2","24","4","395","0006287",455
"0006288","01","1","02","2","","","02","2","24","4","395","0006288",389
"0006288","02","1","01","2","","","01","2","24","4","395","0006288",389
"0006288","03","1","01","2","","","01","2","24","4","395","0006288",389
"0006288","04","1","02","2","","","01","2","24","4","395","0006288",389
"0006288","05","1","01","1","1","","01","2","24","4","395","0006288",389
"0006288","06","1","01","2","","","01","2","24","4","395","0006288",389
"0006288","07","1","01","2","","","01","2","24","4","395","0006288",389
"0006288","08","1","01","2","","","01","2","24","4","395","0006288",389
"0006288","09","1","01","2","","","01","2","24","4","395","0006288",389
"0006288","10","1","02","2","","","01","2","24","4","395","0006288",389
"0006288","11","1","01","2","","","01","2","24","4","395","0006288",389
"0006288","12","1","03","2","","","02","2","24","4","395","0006288",389
"0006288","13","1","01","2","","","01","2","24","4","395","0006288",389
"0006288","14","1","02","1","1","","07","2","24","4","395","0006288",389
"0006288","15","1","02","1","1","","02","2","24","4","395","0006288",389
"0006288","16","1","01","2","","","01","2","24","4","395","0006288",389
"0006288","17","1","01","2","","","01","2","24","4","395","0006288",389
"0006288","18","1","01","1","1","","01","2","24","4","395","0006288",389
"0006288","19","1","02","2","","","02","2","24","4","395","0006288",389
"0006289","01","1","01","2","","","01","2","24","4","395","0006289",361
"0006289","02","1","01","1","1","","01","2","24","4","395","0006289",361
"0006289","04","1","02","2","","","01","2","24","4","395","0006289",361
"0006289","05","1","01","2","","","01","2","24","4","395","0006289",361
"0006289","06","1","01","2","","","01","2","24","4","395","0006289",361
"0006289","07","1","01","2","","","01","2","24","4","395","0006289",361
"0006289","08","1","01","2","","","01","2","24","4","395","0006289",361
"0006289","10","1","03","2","","","03","2","24","4","395","0006289",361
"0006289","11","1","01","2","","","01","2","24","4","395","0006289",361
"0006289","12","1","02","2","","","01","2","24","4","395","0006289",361
"0006289","13","1","01","2","","","01","2","24","4","395","0006289",361
"0006289","14","1","01","2","","","01","2","24","4","395","0006289",361
"0006289","15","1","01","2","","","01","2","24","4","395","0006289",361
"0006289","16","1","02","2","","","01","2","24","4","395","0006289",361
"0006289","17","1","01","2","","","01","2","24","4","395","0006289",361
"0006289","18","1","02","2","","","01","2","24","4","395","0006289",361
"0006289","19","1","02","2","","","01","2","24","4","395","0006289",361
"0006290","01","1","01","2","","","01","2","24","4","395","0006290",491
"0006290","02","1","01","2","","","01","2","24","4","395","0006290",491
"0006290","04","1","01","2","","","01","2","24","4","395","0006290",491
"0006290","05","1","02","2","","","02","2","24","4","395","0006290",491
"0006290","06","1","01","2","","","01","2","24","4","395","0006290",491
"0006290","08","1","01","2","","","01","2","24","4","395","0006290",491
"0006290","09","1","02","2","","","01","2","24","4","395","0006290",491
"0006290","10","1","02","2","","","01","2","24","4","395","0006290",491
"0006290","11","1","01","2","","","01","2","24","4","395","0006290",491
"0006290","12","1","01","2","","","01","2","24","4","395","0006290",491
"0006290","13","1","01","2","","","01","2","24","4","395","0006290",491
"0006290","14","1","01","2","","","01","2","24","4","395","0006290",491
"0006290","15","1","01","2","","","01","2","24","4","395","0006290",491
"0006290","16","1","01","2","","","01","2","24","4","395","0006290",491
"0006290","17","1","02","2","","","02","2","24","4","395","0006290",491
"0006290","18","1","02","2","","","01","2","24","4","395","0006290",491
"0006290","19","1","02","2","","","01","2","24","4","395","0006290",491
"0006290","20","1","02","2","","","01","2","24","4","395","0006290",491
"0006291","01","1","02","2","","","02","2","24","4","395","0006291",459
"0006291","02","1","02","2","","","02","2","24","4","395","0006291",459
"0006291","03","1","01","2","","","01","2","24","4","395","0006291",459
"0006291","04","1","01","2","","","01","2","24","4","395","0006291",459
"0006291","05","1","01","2","","","01","1","24","4","395","0006291",459
"0006291","06","1","01","2","","","01","2","24","4","395","0006291",459
"0006291","07","1","02","2","","","02","2","24","4","395","0006291",459
"0006291","09","1","02","2","","","02","2","24","4","395","0006291",459
"0006291","10","1","01","2","","","01","2","24","4","395","0006291",459
"0006291","11","1","02","2","","","01","2","24","4","395","0006291",459
"0006291","12","1","02","2","","","01","2","24","4","395","0006291",459
"0006291","13","1","02","2","","","02","2","24","4","395","0006291",459
"0006291","14","1","02","1","1","","01","2","24","4","395","0006291",459
"0006291","15","1","02","2","","","02","2","24","4","395","0006291",459
"0006291","16","1","02","2","","","02","2","24","4","395","0006291",459
"0006291","18","1","01","2","","","01","2","24","4","395","0006291",459
"0006291","19","1","01","2","","","01","2","24","4","395","0006291",459
"0006291","20","1","01","2","","","01","2","24","4","395","0006291",459
"0006292","01","1","01","2","","","01","2","24","4","395","0006292",397
"0006292","02","1","02","2","","","02","2","24","4","395","0006292",397
"0006292","03","1","01","2","","","01","2","24","4","395","0006292",397
"0006292","04","1","01","2","","","01","2","24","4","395","0006292",397
"0006292","05","1","03","2","","","03","2","24","4","395","0006292",397
"0006292","06","1","01","2","","","01","2","24","4","395","0006292",397
"0006292","07","1","01","2","","","01","2","24","4","395","0006292",397
"0006292","08","1","01","2","","","01","2","24","4","395","0006292",397
"0006292","09","1","01","2","","","01","2","24","4","395","0006292",397
"0006292","10","1","01","2","","","01","2","24","4","395","0006292",397
"0006292","11","1","02","1","1","","02","2","24","4","395","0006292",397
"0006292","12","1","01","2","","","01","2","24","4","395","0006292",397
"0006292","13","1","01","2","","","01","2","24","4","395","0006292",397
"0006292","14","1","02","2","","","02","2","24","4","395","0006292",397
"0006292","15","1","01","1","2","","01","2","24","4","395","0006292",397
"0006292","17","1","03","2","","","03","2","24","4","395","0006292",397
"0006292","18","1","02","2","","","02","2","24","4","395","0006292",397
"0006293","01","1","01","2","","","01","2","24","4","396","0006293",384
"0006293","02","1","02","1","1","","02","2","24","4","396","0006293",384
"0006293","03","1","02","2","","","01","2","24","4","396","0006293",384
"0006293","04","1","02","2","","","02","2","24","4","396","0006293",384
"0006293","05","1","02","2","","","01","2","24","4","396","0006293",384
"0006293","06","1","02","1","1","","01","2","24","4","396","0006293",384
"0006293","10","1","01","2","","","01","2","24","4","396","0006293",384
"0006293","11","1","02","2","","","01","2","24","4","396","0006293",384
"0006293","12","1","02","2","","","02","2","24","4","396","0006293",384
"0006293","13","1","02","2","","","02","2","24","4","396","0006293",384
"0006293","14","1","01","2","","","01","2","24","4","396","0006293",384
"0006293","15","1","02","2","","","02","2","24","4","396","0006293",384
"0006293","17","1","02","2","","","02","2","24","4","396","0006293",384
"0006293","18","1","01","2","","","01","2","24","4","396","0006293",384
"0006294","02","1","01","2","","","02","2","24","4","395","0006294",417
"0006294","03","1","02","2","","","02","2","24","4","395","0006294",417
"0006294","08","1","01","2","","","01","2","24","4","395","0006294",417
"0006294","09","1","02","2","","","02","2","24","4","395","0006294",417
"0006294","10","1","02","2","","","01","2","24","4","395","0006294",417
"0006294","11","1","01","2","","","01","2","24","4","395","0006294",417
"0006294","12","1","01","2","","","01","2","24","4","395","0006294",417
"0006294","13","1","03","1","1","","03","2","24","4","395","0006294",417
"0006294","15","1","02","2","","","02","2","24","4","395","0006294",417
"0006294","16","1","01","2","","","01","2","24","4","395","0006294",417
"0006294","17","1","01","2","","","01","2","24","4","395","0006294",417
"0006295","01","1","02","2","","","01","2","24","4","395","0006295",297
"0006295","02","1","01","2","","","01","2","24","4","395","0006295",297
"0006295","03","1","02","2","","","02","2","24","4","395","0006295",297
"0006295","04","1","02","2","","","02","2","24","4","395","0006295",297
"0006295","05","1","01","2","","","01","2","24","4","395","0006295",297
"0006295","06","1","01","2","","","01","2","24","4","395","0006295",297
"0006295","07","1","02","2","","","01","2","24","4","395","0006295",297
"0006295","08","1","01","2","","","01","2","24","4","395","0006295",297
"0006295","09","1","02","2","","","02","2","24","4","395","0006295",297
"0006295","10","1","02","2","","","01","2","24","4","395","0006295",297
"0006295","11","1","01","2","","","01","2","24","4","395","0006295",297
"0006295","12","1","02","2","","","02","2","24","4","395","0006295",297
"0006295","13","1","01","2","","","01","2","24","4","395","0006295",297
"0006295","14","1","01","2","","","01","2","24","4","395","0006295",297
"0006295","15","1","02","2","","","02","2","24","4","395","0006295",297
"0006295","16","1","02","2","","","01","2","24","4","395","0006295",297
"0006295","18","1","02","1","1","","02","2","24","4","395","0006295",297
"0006295","19","1","02","2","","","02","2","24","4","395","0006295",297
"0006295","20","1","02","2","","","01","2","24","4","395","0006295",297
"0006296","01","1","01","2","","","01","2","24","4","395","0006296",355
"0006296","02","1","01","2","","","01","2","24","4","395","0006296",355
"0006296","03","1","01","2","","","01","2","24","4","395","0006296",355
"0006296","04","1","02","2","","","02","2","24","4","395","0006296",355
"0006296","05","1","01","2","","","01","2","24","4","395","0006296",355
"0006296","06","1","03","2","","","01","2","24","4","395","0006296",355
"0006296","07","1","02","2","","","02","2","24","4","395","0006296",355
"0006296","08","1","02","1","1","","01","1","24","4","395","0006296",355
"0006296","09","1","01","2","","","01","2","24","4","395","0006296",355
"0006296","10","1","01","2","","","01","2","24","4","395","0006296",355
"0006296","12","1","02","2","","","02","2","24","4","395","0006296",355
"0006296","13","1","01","2","","","01","2","24","4","395","0006296",355
"0006296","14","1","01","1","1","","01","2","24","4","395","0006296",355
"0006296","15","1","03","2","","","03","2","24","4","395","0006296",355
"0006296","16","1","02","2","","","02","2","24","4","395","0006296",355
"0006296","17","1","01","2","","","01","2","24","4","395","0006296",355
"0006296","18","1","02","2","","","02","2","24","4","395","0006296",355
"0006296","19","1","02","2","","","02","2","24","4","395","0006296",355
"0006296","20","1","02","2","","","02","2","24","4","395","0006296",355
"0006297","01","1","02","2","","","02","2","24","4","395","0006297",379
"0006297","02","1","01","2","","","01","2","24","4","395","0006297",379
"0006297","03","1","02","2","","","01","2","24","4","395","0006297",379
"0006297","04","1","02","2","","","01","2","24","4","395","0006297",379
"0006297","05","1","02","1","1","","01","2","24","4","395","0006297",379
"0006297","06","1","01","2","","","01","2","24","4","395","0006297",379
"0006297","07","1","01","2","","","01","1","24","4","395","0006297",379
"0006297","09","1","02","1","1","","02","2","24","4","395","0006297",379
"0006297","10","1","02","2","","","01","2","24","4","395","0006297",379
"0006297","11","1","01","2","","","01","2","24","4","395","0006297",379
"0006297","12","1","01","2","","","01","2","24","4","395","0006297",379
"0006297","13","1","02","2","","","01","2","24","4","395","0006297",379
"0006297","14","1","01","2","","","01","2","24","4","395","0006297",379
"0006297","16","1","02","2","","","01","2","24","4","395","0006297",379
"0006297","17","1","01","2","","","01","2","24","4","395","0006297",379
"0006297","18","1","02","2","","","02","2","24","4","395","0006297",379
"0006297","19","1","01","2","","","01","2","24","4","395","0006297",379
"0006297","20","1","01","2","","","01","2","24","4","395","0006297",379
"0006298","01","1","01","2","","","01","2","24","4","395","0006298",406
"0006298","02","1","01","2","","","01","2","24","4","395","0006298",406
"0006298","03","1","02","2","","","02","2","24","4","395","0006298",406
"0006298","04","1","02","2","","","02","2","24","4","395","0006298",406
"0006298","05","1","01","2","","","01","2","24","4","395","0006298",406
"0006298","06","1","01","2","","","01","2","24","4","395","0006298",406
"0006298","07","1","02","2","","","02","2","24","4","395","0006298",406
"0006298","08","1","02","2","","","01","2","24","4","395","0006298",406
"0006298","09","1","01","2","","","01","2","24","4","395","0006298",406
"0006298","12","1","01","2","","","01","2","24","4","395","0006298",406
"0006298","13","1","01","2","","","01","2","24","4","395","0006298",406
"0006298","15","1","01","2","","","01","2","24","4","395","0006298",406
"0006298","17","1","01","2","","","01","2","24","4","395","0006298",406
"0006298","18","1","01","2","","","01","2","24","4","395","0006298",406
"0006298","19","1","01","2","","","01","2","24","4","395","0006298",406
"0006298","20","1","01","2","","","01","2","24","4","395","0006298",406
"0006299","01","1","01","2","","","01","2","24","4","395","0006299",419
"0006299","02","1","01","2","","1","01","2","24","4","395","0006299",419
"0006299","02","2","01","1","1","2","","2","24","4","395","0006299",419
"0006299","03","1","01","2","","","01","2","24","4","395","0006299",419
"0006299","04","1","01","2","","","01","2","24","4","395","0006299",419
"0006299","05","1","01","2","","","01","2","24","4","395","0006299",419
"0006299","06","1","03","2","","","03","2","24","4","395","0006299",419
"0006299","08","1","01","1","2","","01","2","24","4","395","0006299",419
"0006299","09","1","01","1","1","","01","2","24","4","395","0006299",419
"0006299","10","1","01","2","","","01","2","24","4","395","0006299",419
"0006299","12","1","01","2","","","01","2","24","4","395","0006299",419
"0006299","14","1","01","2","","","01","2","24","4","395","0006299",419
"0006299","16","1","02","1","1","","02","2","24","4","395","0006299",419
"0006299","17","1","01","2","","","01","2","24","4","395","0006299",419
"0006299","18","1","01","2","","","01","2","24","4","395","0006299",419
"0006299","20","1","01","2","","","01","2","24","4","395","0006299",419
"0006299","21","1","02","1","1","","02","2","24","4","395","0006299",419
"0006300","01","1","03","2","","","01","2","24","4","395","0006300",450
"0006300","02","1","02","1","1","","02","2","24","4","395","0006300",450
"0006300","03","1","01","2","","","01","2","24","4","395","0006300",450
"0006300","04","1","02","2","","","02","2","24","4","395","0006300",450
"0006300","05","1","02","2","","","02","2","24","4","395","0006300",450
"0006300","06","1","02","1","2","","02","2","24","4","395","0006300",450
"0006300","07","1","02","1","1","","02","2","24","4","395","0006300",450
"0006300","09","1","01","2","","","01","2","24","4","395","0006300",450
"0006300","10","1","01","2","","","01","2","24","4","395","0006300",450
"0006300","11","1","02","2","","","02","2","24","4","395","0006300",450
"0006300","12","1","01","2","","","01","2","24","4","395","0006300",450
"0006300","13","1","02","2","","","02","2","24","4","395","0006300",450
"0006300","14","1","02","2","","","02","2","24","4","395","0006300",450
"0006300","15","1","02","2","","","02","2","24","4","395","0006300",450
"0006300","16","1","02","2","","1","02","2","24","4","395","0006300",450
"0006300","16","2","01","2","","2","","2","24","4","395","0006300",450
"0006300","17","1","01","2","","","01","2","24","4","395","0006300",450
"0006300","18","1","01","2","","","01","2","24","4","395","0006300",450
"0006300","19","1","01","2","","","01","2","24","4","395","0006300",450
"0006300","20","1","01","2","","","01","2","24","4","395","0006300",450
"0006301","01","1","01","2","","","02","2","24","4","395","0006301",495
"0006301","02","1","02","2","","","01","2","24","4","395","0006301",495
"0006301","03","1","03","2","","","03","2","24","4","395","0006301",495
"0006301","04","1","02","2","","","02","2","24","4","395","0006301",495
"0006301","05","1","01","2","","","01","2","24","4","395","0006301",495
"0006301","06","1","01","2","","","01","2","24","4","395","0006301",495
"0006301","07","1","01","2","","","01","2","24","4","395","0006301",495
"0006301","08","1","02","2","","","02","2","24","4","395","0006301",495
"0006301","09","1","01","1","1","","01","2","24","4","395","0006301",495
"0006301","10","1","02","2","","","02","2","24","4","395","0006301",495
"0006301","11","1","02","1","1","","01","2","24","4","395","0006301",495
"0006301","13","1","02","2","","","01","2","24","4","395","0006301",495
"0006301","14","1","03","2","","","03","2","24","4","395","0006301",495
"0006301","15","1","01","2","","","01","2","24","4","395","0006301",495
"0006301","16","1","01","2","","","01","2","24","4","395","0006301",495
"0006301","17","1","02","2","","","02","2","24","4","395","0006301",495
"0006301","18","1","02","2","","","02","2","24","4","395","0006301",495
"0006301","19","1","02","2","","","01","2","24","4","395","0006301",495
"0006301","20","1","02","2","","","02","2","24","4","395","0006301",495
"0006302","02","1","01","2","","","01","2","24","4","396","0006302",529
"0006302","03","1","01","2","","","01","2","24","4","396","0006302",529
"0006302","04","1","01","2","","","01","2","24","4","396","0006302",529
"0006302","06","1","01","1","1","","01","2","24","4","396","0006302",529
"0006302","07","1","01","2","","","01","2","24","4","396","0006302",529
"0006302","08","1","02","2","","","02","2","24","4","396","0006302",529
"0006302","09","1","02","2","","","02","2","24","4","396","0006302",529
"0006302","10","1","02","2","","","02","2","24","4","396","0006302",529
"0006302","11","1","01","2","","","01","1","24","4","396","0006302",529
"0006302","12","1","02","2","","","02","2","24","4","396","0006302",529
"0006302","13","1","02","2","","","02","2","24","4","396","0006302",529
"0006302","14","1","01","2","","","01","2","24","4","396","0006302",529
"0006302","15","1","01","2","","","01","2","24","4","396","0006302",529
"0006302","16","1","01","2","","","01","2","24","4","396","0006302",529
"0006303","01","1","01","2","","","01","2","24","4","395","0006303",424
"0006303","02","1","01","2","","","05","2","24","4","395","0006303",424
"0006303","03","1","02","2","","","02","2","24","4","395","0006303",424
"0006303","04","1","01","2","","","01","2","24","4","395","0006303",424
"0006303","05","1","01","2","","","01","2","24","4","395","0006303",424
"0006303","06","1","01","2","","","01","2","24","4","395","0006303",424
"0006303","07","1","01","2","","","01","2","24","4","395","0006303",424
"0006303","08","1","01","2","","","01","2","24","4","395","0006303",424
"0006303","09","1","01","2","","","01","2","24","4","395","0006303",424
"0006303","10","1","01","2","","","01","2","24","4","395","0006303",424
"0006303","11","1","02","2","","","02","2","24","4","395","0006303",424
"0006303","12","1","01","2","","","01","2","24","4","395","0006303",424
"0006303","13","1","01","2","","","01","2","24","4","395","0006303",424
"0006303","14","1","01","2","","","01","2","24","4","395","0006303",424
"0006303","15","1","01","2","","","01","2","24","4","395","0006303",424
"0006303","16","1","01","2","","","01","2","24","4","395","0006303",424
"0006303","17","1","01","2","","","01","2","24","4","395","0006303",424
"0006303","18","1","02","2","","","02","2","24","4","395","0006303",424
"0006303","19","1","02","2","","","02","2","24","4","395","0006303",424
"0006303","20","1","01","2","","","01","2","24","4","395","0006303",424
"0006304","01","1","01","2","","","01","2","24","4","395","0006304",383
"0006304","02","1","01","9","","","01","2","24","4","395","0006304",383
"0006304","03","1","02","2","","","01","2","24","4","395","0006304",383
"0006304","04","1","02","1","2","","02","2","24","4","395","0006304",383
"0006304","05","1","01","2","","","01","2","24","4","395","0006304",383
"0006304","06","1","01","2","","","01","2","24","4","395","0006304",383
"0006304","07","1","01","2","","","01","2","24","4","395","0006304",383
"0006304","08","1","01","2","","","01","2","24","4","395","0006304",383
"0006304","09","1","02","2","","","01","2","24","4","395","0006304",383
"0006304","10","1","02","2","","","02","2","24","4","395","0006304",383
"0006304","11","1","01","2","","","01","2","24","4","395","0006304",383
"0006304","12","1","02","2","","","01","2","24","4","395","0006304",383
"0006304","13","1","02","2","","","02","2","24","4","395","0006304",383
"0006304","14","1","02","2","","","02","2","24","4","395","0006304",383
"0006304","15","1","01","2","","","01","2","24","4","395","0006304",383
"0006304","16","1","01","2","","","01","2","24","4","395","0006304",383
"0006304","17","1","01","2","","","01","2","24","4","395","0006304",383
"0006304","18","1","01","2","","","01","1","24","4","395","0006304",383
"0006305","01","1","01","2","","","01","2","24","4","395","0006305",375
"0006305","02","1","01","2","","","01","2","24","4","395","0006305",375
"0006305","03","1","01","2","","","01","2","24","4","395","0006305",375
"0006305","04","1","03","2","","","01","2","24","4","395","0006305",375
"0006305","05","1","01","1","2","","01","2","24","4","395","0006305",375
"0006305","06","1","01","2","","","01","2","24","4","395","0006305",375
"0006305","07","1","01","2","","","01","2","24","4","395","0006305",375
"0006305","08","1","01","2","","","01","2","24","4","395","0006305",375
"0006305","09","1","02","2","","","02","2","24","4","395","0006305",375
"0006305","10","1","01","2","","","01","2","24","4","395","0006305",375
"0006305","11","1","01","2","","","01","2","24","4","395","0006305",375
"0006305","12","1","01","2","","","01","2","24","4","395","0006305",375
"0006305","14","1","02","2","","","01","2","24","4","395","0006305",375
"0006305","15","1","01","2","","","01","2","24","4","395","0006305",375
"0006305","16","1","02","2","","","01","2","24","4","395","0006305",375
"0006305","17","1","01","1","1","","01","2","24","4","395","0006305",375
"0006305","18","1","01","2","","","01","2","24","4","395","0006305",375
"0006305","19","1","01","1","2","","01","2","24","4","395","0006305",375
"0006305","20","1","01","2","","","01","2","24","4","395","0006305",375
"0006306","01","1","01","2","","","01","2","24","4","395","0006306",476
"0006306","02","1","01","2","","","01","2","24","4","395","0006306",476
"0006306","03","1","02","2","","","01","2","24","4","395","0006306",476
"0006306","04","1","01","2","","","01","2","24","4","395","0006306",476
"0006306","06","1","01","2","","","01","2","24","4","395","0006306",476
"0006306","07","1","01","2","","","01","2","24","4","395","0006306",476
"0006306","08","1","01","2","","","01","2","24","4","395","0006306",476
"0006306","09","1","03","2","","","03","2","24","4","395","0006306",476
"0006306","10","1","01","2","","","01","2","24","4","395","0006306",476
"0006306","11","1","01","2","","","01","2","24","4","395","0006306",476
"0006306","12","1","01","2","","","01","2","24","4","395","0006306",476
"0006306","13","1","01","2","","","01","2","24","4","395","0006306",476
"0006306","14","1","01","2","","","01","2","24","4","395","0006306",476
"0006306","15","1","01","2","","","01","2","24","4","395","0006306",476
"0006306","16","1","01","2","","","01","2","24","4","395","0006306",476
"0006306","17","1","01","2","","","01","2","24","4","395","0006306",476
"0006306","18","1","02","2","","","02","2","24","4","395","0006306",476
"0006306","19","1","01","1","1","","01","2","24","4","395","0006306",476
"0006307","01","1","02","2","","","02","2","24","4","396","0006307",468
"0006307","02","1","02","2","","","02","2","24","4","396","0006307",468
"0006307","03","1","01","2","","","01","2","24","4","396","0006307",468
"0006307","04","1","02","1","1","","02","2","24","4","396","0006307",468
